,Id,ActivityDate,DayOfTheWeek,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalExerciseMinutes,TotalExerciseHours,Calories
12,1503960366,24-04-2016,Sunday,10039,6.409999847,6.409999847,0,2.920000076,0.209999993,3.279999971,0,39,5,238,709,991,16.51666667,1788
13,1503960366,25-04-2016,Monday,15355,9.800000191,9.800000191,0,5.289999962,0.569999993,3.940000057,0,73,14,216,814,1117,18.61666667,2013
14,1503960366,26-04-2016,Tuesday,13755,8.789999962,8.789999962,0,2.329999924,0.920000017,5.539999962,0,31,23,279,833,1166,19.43333333,1970
15,1503960366,27-04-2016,Wednesday,18134,12.21000004,12.21000004,0,6.400000095,0.409999996,5.409999847,0,78,11,243,1108,1440,24,2159
16,1503960366,28-04-2016,Thursday,13154,8.529999733,8.529999733,0,3.539999962,1.159999967,3.789999962,0,48,28,189,782,1047,17.45,1898
17,1503960366,29-04-2016,Friday,11181,7.150000095,7.150000095,0,1.059999943,0.5,5.579999924,0,16,12,243,815,1086,18.1,1837
18,1503960366,30-04-2016,Saturday,14673,9.25,9.25,0,3.559999943,1.419999957,4.269999981,0,52,34,217,712,1015,16.91666667,1947
19,1503960366,01-05-2016,Sunday,10602,6.809999943,6.809999943,0,2.289999962,1.600000024,2.920000076,0,33,35,246,730,1044,17.4,1820
20,1503960366,02-05-2016,Monday,14727,9.710000038,9.710000038,0,3.210000038,0.569999993,5.920000076,0,41,15,277,798,1131,18.85,2004
21,1503960366,03-05-2016,Tuesday,15103,9.659999847,9.659999847,0,3.730000019,1.049999952,4.880000114,0,50,24,254,816,1144,19.06666667,1990
22,1503960366,04-05-2016,Wednesday,11100,7.150000095,7.150000095,0,2.460000038,0.870000005,3.819999933,0,36,22,203,1179,1440,24,1819
23,1503960366,05-05-2016,Thursday,14070,8.899999619,8.899999619,0,2.920000076,1.080000043,4.880000114,0,45,24,250,857,1176,19.6,1959
24,1503960366,06-05-2016,Friday,12159,8.029999733,8.029999733,0,1.970000029,0.25,5.809999943,0,24,6,289,754,1073,17.88333333,1896
25,1503960366,07-05-2016,Saturday,11992,7.710000038,7.710000038,0,2.460000038,2.119999886,3.130000114,0,37,46,175,833,1091,18.18333333,1821
26,1503960366,08-05-2016,Sunday,10060,6.579999924,6.579999924,0,3.529999971,0.319999993,2.730000019,0,44,8,203,574,829,13.81666667,1740
27,1503960366,09-05-2016,Monday,12022,7.71999979,7.71999979,0,3.450000048,0.529999971,3.74000001,0,46,11,206,835,1098,18.3,1819
28,1503960366,10-05-2016,Tuesday,12207,7.769999981,7.769999981,0,3.349999905,1.159999967,3.25999999,0,46,31,214,746,1037,17.28333333,1859
29,1503960366,11-05-2016,Wednesday,12770,8.130000114,8.130000114,0,2.559999943,1.00999999,4.550000191,0,36,23,251,669,979,16.31666667,1783
30,1503960366,12-05-2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,0
31,1624580081,12-04-2016,Tuesday,8163,5.309999943,5.309999943,0,0,0,5.309999943,0,0,0,146,1294,1440,24,1432
32,1624580081,13-04-2016,Wednesday,7007,4.550000191,4.550000191,0,0,0,4.550000191,0,0,0,148,1292,1440,24,1411
33,1624580081,14-04-2016,Thursday,9107,5.920000076,5.920000076,0,0,0,5.909999847,0.01,0,0,236,1204,1440,24,1572
34,1624580081,15-04-2016,Friday,1510,0.980000019,0.980000019,0,0,0,0.970000029,0,0,0,96,1344,1440,24,1344
35,1624580081,16-04-2016,Saturday,5370,3.49000001,3.49000001,0,0,0,3.49000001,0,0,0,176,1264,1440,24,1463
36,1624580081,17-04-2016,Sunday,6175,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.01,15,22,127,1276,1440,24,1554
37,1624580081,18-04-2016,Monday,10536,7.409999847,7.409999847,0,2.150000095,0.620000005,4.619999886,0.01,17,7,202,1214,1440,24,1604
38,1624580081,19-04-2016,Tuesday,2916,1.899999976,1.899999976,0,0,0,1.899999976,0,0,0,141,1299,1440,24,1435
39,1624580081,20-04-2016,Wednesday,4974,3.230000019,3.230000019,0,0,0,3.230000019,0,0,0,151,1289,1440,24,1446
40,1624580081,21-04-2016,Thursday,6349,4.130000114,4.130000114,0,0,0,4.110000134,0.02,0,0,186,1254,1440,24,1467
41,1624580081,22-04-2016,Friday,4026,2.619999886,2.619999886,0,0,0,2.599999905,0,0,0,199,1241,1440,24,1470
42,1624580081,23-04-2016,Saturday,8538,5.550000191,5.550000191,0,0,0,5.539999962,0.01,0,0,227,1213,1440,24,1562
43,1624580081,24-04-2016,Sunday,6076,3.950000048,3.950000048,0,1.149999976,0.910000026,1.889999986,0,16,18,185,1221,1440,24,1617
44,1624580081,25-04-2016,Monday,6497,4.21999979,4.21999979,0,0,0,4.199999809,0.02,0,0,202,1238,1440,24,1492
45,1624580081,26-04-2016,Tuesday,2826,1.840000033,1.840000033,0,0,0,1.830000043,0.01,0,0,140,1300,1440,24,1402
46,1624580081,27-04-2016,Wednesday,8367,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1440,24,1670
47,1624580081,28-04-2016,Thursday,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0,5,115,1320,1440,24,1401
48,1624580081,29-04-2016,Friday,2390,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,150,1290,1440,24,1404
49,1624580081,30-04-2016,Saturday,6474,4.300000191,4.300000191,0,0.899999976,1.279999971,2.119999886,0.01,11,23,224,1182,1440,24,1655
50,1624580081,01-05-2016,Sunday,36019,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.02,186,63,171,1020,1440,24,2690
51,1624580081,02-05-2016,Monday,7155,4.929999828,4.929999828,0,0.860000014,0.589999974,3.470000029,0,7,6,166,1261,1440,24,1497
52,1624580081,03-05-2016,Tuesday,2100,1.370000005,1.370000005,0,0,0,1.340000033,0.02,0,0,96,1344,1440,24,1334
53,1624580081,04-05-2016,Wednesday,2193,1.429999948,1.429999948,0,0,0,1.419999957,0,0,0,118,1322,1440,24,1368
54,1624580081,05-05-2016,Thursday,2470,1.610000014,1.610000014,0,0,0,1.580000043,0.02,0,0,117,1323,1440,24,1370
55,1624580081,06-05-2016,Friday,1727,1.120000005,1.120000005,0,0,0,1.120000005,0.01,0,0,102,1338,1440,24,1341
56,1624580081,07-05-2016,Saturday,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,1440,24,1474
57,1624580081,08-05-2016,Sunday,3427,2.230000019,2.230000019,0,0,0,2.220000029,0,0,0,152,1288,1440,24,1427
58,1624580081,09-05-2016,Monday,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,1440,24,1328
59,1624580081,10-05-2016,Tuesday,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,139,1301,1440,24,1393
60,1624580081,11-05-2016,Wednesday,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,1440,24,1359
61,1624580081,12-05-2016,Thursday,2971,1.929999948,1.929999948,0,0,0,1.919999957,0.01,0,0,107,890,997,16.61666667,1002
62,1644430081,12-04-2016,Tuesday,10694,7.769999981,7.769999981,0,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,1440,24,3199
63,1644430081,13-04-2016,Wednesday,8001,5.820000172,5.820000172,0,2.279999971,0.899999976,2.640000105,0,30,16,135,1259,1440,24,2902
64,1644430081,14-04-2016,Thursday,11037,8.020000458,8.020000458,0,0.360000014,2.559999943,5.099999905,0,5,58,252,1125,1440,24,3226
65,1644430081,15-04-2016,Friday,5263,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,1440,24,2750
66,1644430081,16-04-2016,Saturday,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,1440,24,3493
67,1644430081,17-04-2016,Sunday,8757,6.369999886,6.369999886,0,2.25,0.569999993,3.549999952,0,29,13,186,1212,1440,24,3011
68,1644430081,18-04-2016,Monday,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,1440,24,2806
69,1644430081,19-04-2016,Tuesday,11256,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,1440,24,3300
70,1644430081,20-04-2016,Wednesday,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.01,0,0,125,1315,1440,24,2430
71,1644430081,21-04-2016,Thursday,1223,0.889999986,0.889999986,0,0,0,0.879999995,0.01,0,0,38,1402,1440,24,2140
72,1644430081,22-04-2016,Friday,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.01,0,0,86,1354,1440,24,2344
73,1644430081,23-04-2016,Saturday,6637,4.829999924,4.829999924,0,0,0.579999983,4.25,0,0,15,160,1265,1440,24,2677
74,1644430081,24-04-2016,Sunday,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,1440,24,2413
75,1644430081,25-04-2016,Monday,3580,2.599999905,2.599999905,0,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,1440,24,2497
76,1644430081,26-04-2016,Tuesday,9919,7.210000038,7.210000038,0,0.800000012,1.720000029,4.690000057,0,11,41,223,1165,1440,24,3123
77,1644430081,27-04-2016,Wednesday,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,1440,24,2489
78,1644430081,28-04-2016,Thursday,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,1440,24,3108
79,1644430081,29-04-2016,Friday,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,1313,21.88333333,2498
80,1644430081,30-04-2016,Saturday,18213,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,0,9,71,402,816,1298,21.63333333,3846
81,1644430081,01-05-2016,Sunday,6132,4.460000038,4.460000038,0,0.239999995,0.99000001,3.230000019,0,3,24,146,908,1081,18.01666667,2696
82,1644430081,02-05-2016,Monday,3758,2.730000019,2.730000019,0,0.07,0.310000002,2.349999905,0,1,7,148,682,838,13.96666667,2580
83,1644430081,03-05-2016,Tuesday,12850,9.340000153,9.340000153,0,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,1440,24,3324
84,1644430081,04-05-2016,Wednesday,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.02,0,0,52,1388,1440,24,2222
85,1644430081,05-05-2016,Thursday,4363,3.190000057,3.190000057,0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,1440,24,2463
86,1644430081,06-05-2016,Friday,9787,7.119999886,7.119999886,0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,1440,24,3328
87,1644430081,07-05-2016,Saturday,13372,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,1440,24,3404
88,1644430081,08-05-2016,Sunday,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991,1286,21.43333333,2987
89,1644430081,09-05-2016,Monday,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,1440,24,3008
90,1644430081,10-05-2016,Tuesday,9167,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,1440,24,2799
91,1644430081,11-05-2016,Wednesday,1329,0.970000029,0.970000029,0,0,0,0.949999988,0.01,0,0,49,713,762,12.7,1276
92,1844505072,12-04-2016,Tuesday,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,1440,24,2030
93,1844505072,13-04-2016,Wednesday,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1440,24,1860
94,1844505072,14-04-2016,Thursday,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,1216,20.26666667,2130
95,1844505072,15-04-2016,Friday,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,703,11.71666667,1725
96,1844505072,16-04-2016,Saturday,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1440,24,1657
97,1844505072,17-04-2016,Sunday,4525,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,1440,24,1793
98,1844505072,18-04-2016,Monday,4597,3.039999962,3.039999962,0,0,0.479999989,2.559999943,0,0,12,217,1211,1440,24,1814
99,1844505072,19-04-2016,Tuesday,197,0.129999995,0.129999995,0,0,0,0.129999995,0,0,0,10,1430,1440,24,1366
100,1844505072,20-04-2016,Wednesday,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1440,24,1349
101,1844505072,21-04-2016,Thursday,8054,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,1440,24,2062
102,1844505072,22-04-2016,Friday,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1440,24,1827
103,1844505072,23-04-2016,Saturday,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1440,24,1645
104,1844505072,24-04-2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1347
105,1844505072,25-04-2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1347
106,1844505072,26-04-2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1347
107,1844505072,27-04-2016,Wednesday,4,0,0,0,0,0,0,0,0,0,1,1439,1440,24,1348
108,1844505072,28-04-2016,Thursday,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1440,24,1992
109,1844505072,29-04-2016,Friday,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1329,22.15,1856
110,1844505072,30-04-2016,Saturday,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,402,6.7,1763
111,1844505072,01-05-2016,Sunday,2573,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,0,7,75,585,667,11.11666667,1541
112,1844505072,02-05-2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1348
113,1844505072,03-05-2016,Tuesday,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1440,24,1742
114,1844505072,04-05-2016,Wednesday,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1440,24,1549
115,1844505072,05-05-2016,Thursday,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1440,24,1589
116,1844505072,06-05-2016,Friday,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,2,1438,1440,24,1351
117,1844505072,07-05-2016,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1347
118,1844505072,08-05-2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1347
119,1844505072,09-05-2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1347
120,1844505072,10-05-2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1347
121,1844505072,11-05-2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,1347
122,1844505072,12-05-2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,711,711,11.85,665
123,1927972279,12-04-2016,Tuesday,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,0,55,734,789,13.15,2220
124,1927972279,13-04-2016,Wednesday,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,1018,16.96666667,2151
125,1927972279,14-04-2016,Thursday,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,1389,23.15,2383
126,1927972279,15-04-2016,Friday,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,992,16.53333333,2221
127,1927972279,16-04-2016,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2064
128,1927972279,17-04-2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
129,1927972279,18-04-2016,Monday,244,0.170000002,0.170000002,0,0,0,0.170000002,0,0,0,17,1423,1440,24,2111
130,1927972279,19-04-2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
131,1927972279,20-04-2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
132,1927972279,21-04-2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2064
133,1927972279,22-04-2016,Friday,149,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,10,1430,1440,24,2093
134,1927972279,23-04-2016,Saturday,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,1440,24,2499
135,1927972279,24-04-2016,Sunday,2090,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1,6,75,1358,1440,24,2324
136,1927972279,25-04-2016,Monday,152,0.109999999,0.109999999,0,0,0,0.109999999,0,0,0,12,1303,1315,21.91666667,2100
137,1927972279,26-04-2016,Tuesday,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,1250,20.83333333,2638
138,1927972279,27-04-2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
139,1927972279,28-04-2016,Thursday,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,1262,21.03333333,2351
140,1927972279,29-04-2016,Friday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
141,1927972279,30-04-2016,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2064
142,1927972279,01-05-2016,Sunday,2704,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,1440,24,2411
143,1927972279,02-05-2016,Monday,3790,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,1440,24,2505
144,1927972279,03-05-2016,Tuesday,1326,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10,0,17,1413,1440,24,2195
145,1927972279,04-05-2016,Wednesday,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,1440,24,2338
146,1927972279,05-05-2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
147,1927972279,06-05-2016,Friday,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,1440,24,2383
148,1927972279,07-05-2016,Saturday,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,1440,24,2229
149,1927972279,08-05-2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
150,1927972279,09-05-2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
151,1927972279,10-05-2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
152,1927972279,11-05-2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1440,24,2063
153,1927972279,12-05-2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,966,966,16.1,1383
154,2022484408,12-04-2016,Tuesday,11875,8.340000153,8.340000153,0,3.309999943,0.769999981,4.260000229,0,42,14,227,1157,1440,24,2390
155,2022484408,13-04-2016,Wednesday,12024,8.5,8.5,0,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,1440,24,2601
156,2022484408,14-04-2016,Thursday,10690,7.5,7.5,0,2.480000019,0.209999993,4.820000172,0,32,3,257,1148,1440,24,2312
157,2022484408,15-04-2016,Friday,11034,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,1440,24,2525
158,2022484408,16-04-2016,Saturday,10100,7.090000153,7.090000153,0,3.150000095,0.550000012,3.390000105,0,41,11,151,1237,1440,24,2177
159,2022484408,17-04-2016,Sunday,15112,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,1440,24,2782
160,2022484408,18-04-2016,Monday,14131,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,1440,24,2770
161,2022484408,19-04-2016,Tuesday,11548,8.529999733,8.529999733,0,3.289999962,0.239999995,5,0,31,7,250,1152,1440,24,2489
162,2022484408,20-04-2016,Wednesday,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,1440,24,2897
163,2022484408,21-04-2016,Thursday,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,1440,24,3158
164,2022484408,22-04-2016,Friday,12954,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,1440,24,2638
165,2022484408,23-04-2016,Saturday,6001,4.210000038,4.210000038,0,0,0,4.210000038,0,0,0,249,1191,1440,24,2069
166,2022484408,24-04-2016,Sunday,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,1440,24,2529
167,2022484408,25-04-2016,Monday,11369,8.010000229,8.010000229,0,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,1440,24,2470
168,2022484408,26-04-2016,Tuesday,10119,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,1440,24,2793
169,2022484408,27-04-2016,Wednesday,10159,7.130000114,7.130000114,0,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,1440,24,2463
170,2022484408,28-04-2016,Thursday,10140,7.119999886,7.119999886,0,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,1440,24,2296
171,2022484408,29-04-2016,Friday,10245,7.190000057,7.190000057,0,0.479999989,1.210000038,5.5,0,21,40,281,1098,1440,24,2611
172,2022484408,30-04-2016,Saturday,18387,12.90999985,12.90999985,0,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,1440,24,2732
173,2022484408,01-05-2016,Sunday,10538,7.400000095,7.400000095,0,1.940000057,0.959999979,4.5,0,25,28,245,1142,1440,24,2380
174,2022484408,02-05-2016,Monday,10379,7.289999962,7.289999962,0,2.609999895,0.340000004,4.329999924,0,36,8,277,1119,1440,24,2473
175,2022484408,03-05-2016,Tuesday,12183,8.739999771,8.739999771,0,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,1440,24,2752
176,2022484408,04-05-2016,Wednesday,11768,8.289999962,8.289999962,0,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,1440,24,2649
177,2022484408,05-05-2016,Thursday,11895,8.350000381,8.350000381,0,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,1440,24,2609
178,2022484408,06-05-2016,Friday,10227,7.179999828,7.179999828,0,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,1440,24,2498
179,2022484408,07-05-2016,Saturday,6708,4.710000038,4.710000038,0,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,1440,24,1995
180,2022484408,08-05-2016,Sunday,3292,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,135,1305,1440,24,1848
181,2022484408,09-05-2016,Monday,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,1440,24,2709
182,2022484408,10-05-2016,Tuesday,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,1440,24,2797
183,2022484408,11-05-2016,Wednesday,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,1440,24,2544
184,2022484408,12-05-2016,Thursday,9117,6.409999847,6.409999847,0,1.279999971,0.670000017,4.440000057,0,16,16,236,728,996,16.6,1853
185,2026352035,12-04-2016,Tuesday,4414,2.74000001,2.74000001,0,0.189999998,0.349999994,2.200000048,0,3,8,181,706,898,14.96666667,1459
186,2026352035,13-04-2016,Wednesday,4993,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,238,663,901,15.01666667,1521
187,2026352035,14-04-2016,Thursday,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,0,197,653,850,14.16666667,1431
188,2026352035,15-04-2016,Friday,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,875,14.58333333,1444
189,2026352035,16-04-2016,Saturday,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,878,14.63333333,1373
190,2026352035,17-04-2016,Sunday,838,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,60,1053,1113,18.55,1214
191,2026352035,18-04-2016,Monday,3325,2.059999943,2.059999943,0,0,0,2.059999943,0,0,0,182,1062,1244,20.73333333,1419
192,2026352035,19-04-2016,Tuesday,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,926,15.43333333,1356
193,2026352035,20-04-2016,Wednesday,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,950,15.83333333,1667
194,2026352035,21-04-2016,Thursday,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,153,749,902,15.03333333,1370
195,2026352035,22-04-2016,Friday,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,0,162,712,874,14.56666667,1399
196,2026352035,23-04-2016,Saturday,12357,7.710000038,7.710000038,0,0,0,7.710000038,0,0,0,432,458,890,14.83333333,1916
197,2026352035,24-04-2016,Sunday,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,0,164,704,868,14.46666667,1401
198,2026352035,25-04-2016,Monday,6017,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,260,821,1081,18.01666667,1576
199,2026352035,26-04-2016,Tuesday,5933,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,288,1018,1306,21.76666667,1595
200,2026352035,27-04-2016,Wednesday,6088,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,286,586,872,14.53333333,1593
